#===============================================================================
#   Lip Height Numerical Energy  Relative Error Analytical Energy Analyt. Enrgy. Error
#===============================================================================
 -0.03543400 0.000000001482859   0.00045585 0.000000001483514   0.00044117
 -0.03564800 0.000000001482849   0.00046274 0.000000001483514   0.00044796
 -0.03586200 0.000000001482839   0.00046924 0.000000001483513   0.00045437
 -0.03607600 0.000000001482812   0.00048757 0.000000001483513   0.00047262
 -0.03629000 0.000000001482802   0.00049458 0.000000001483513   0.00047954
 -0.03650400 0.000000001482792   0.00050126 0.000000001483513   0.00048613
 -0.03671800 0.000000001482781   0.00050835 0.000000001483513   0.00049313
 -0.03693200 0.000000001482772   0.00051448 0.000000001483513   0.00049918
 -0.03714600 0.000000001482763   0.00052094 0.000000001483513   0.00050555
 -0.03736000 0.000000001482944   0.00039874 0.000000001483512   0.00038326
 -0.03757400 0.000000001482661   0.00058917 0.000000001483512   0.00057360
 -0.03778800 0.000000001482652   0.00059538 0.000000001483512   0.00057972
 -0.03800200 0.000000001482643   0.00060154 0.000000001483512   0.00058579
 -0.03821600 0.000000001482633   0.00060808 0.000000001483512   0.00059224
 -0.03843000 0.000000001482897   0.00043069 0.000000001483512   0.00041477
 -0.03864400 0.000000001482613   0.00062180 0.000000001483512   0.00060579
 -0.03885800 0.000000001482605   0.00062732 0.000000001483512   0.00061122
 -0.03907200 0.000000001482869   0.00044936 0.000000001483511   0.00043317
 -0.03928600 0.000000001482860   0.00045533 0.000000001483511   0.00043905
 -0.03950000 0.000000001482578   0.00064560 0.000000001483511   0.00062924
 -0.03971400 0.000000001482568   0.00065203 0.000000001483511   0.00063558
 -0.03992800 0.000000001482561   0.00065683 0.000000001483511   0.00064029
 -0.04014200 0.000000001482579   0.00064458 0.000000001483511   0.00062795
 -0.04035600 0.000000001482572   0.00064947 0.000000001483511   0.00063275
 -0.04057000 0.000000001482561   0.00065710 0.000000001483511   0.00064029
 -0.04078400 0.000000001482552   0.00066301 0.000000001483510   0.00064612
 -0.04099800 0.000000001482545   0.00066793 0.000000001483510   0.00065095
 -0.04121200 0.000000001482537   0.00067287 0.000000001483510   0.00065581
 -0.04142600 0.000000001482529   0.00067839 0.000000001483510   0.00066124
 -0.04164000 0.000000001482523   0.00068259 0.000000001483510   0.00066535
 -0.04185400 0.000000001482415   0.00075509 0.000000001483510   0.00073776
 -0.04206800 0.000000001482407   0.00076072 0.000000001483510   0.00074330
 -0.04228200 0.000000001482417   0.00075366 0.000000001483509   0.00073615
 -0.04249600 0.000000001482410   0.00075866 0.000000001483509   0.00074106
 -0.04271000 0.000000001482402   0.00076384 0.000000001483509   0.00074615
 -0.04292400 0.000000001482404   0.00076285 0.000000001483509   0.00074508
 -0.04313800 0.000000001482395   0.00076859 0.000000001483509   0.00075072
 -0.04335200 0.000000001482389   0.00077312 0.000000001483509   0.00075517
 -0.04356600 0.000000001482339   0.00080616 0.000000001483509   0.00078813
 -0.04378000 0.000000001482375   0.00078196 0.000000001483509   0.00076383
 -0.04399400 0.000000001482443   0.00073647 0.000000001483508   0.00071826
 -0.04420800 0.000000001482435   0.00074186 0.000000001483508   0.00072356
 -0.04442200 0.000000001482428   0.00074670 0.000000001483508   0.00072832
 -0.04463600 0.000000001482416   0.00075486 0.000000001483508   0.00073638
 -0.04485000 0.000000001482408   0.00076001 0.000000001483508   0.00074144
 -0.04506400 0.000000001482404   0.00076288 0.000000001483508   0.00074423
 -0.04527800 0.000000001482397   0.00076753 0.000000001483508   0.00074878
 -0.04549200 0.000000001482389   0.00077253 0.000000001483507   0.00075370
 -0.04570600 0.000000001482382   0.00077728 0.000000001483507   0.00075836
 -0.04592000 0.000000001482376   0.00078137 0.000000001483507   0.00076237
 -0.04613400 0.000000001482369   0.00078605 0.000000001483507   0.00076696
 -0.04634800 0.000000001482362   0.00079091 0.000000001483507   0.00077172
 -0.04656200 0.000000001482356   0.00079513 0.000000001483507   0.00077586
 -0.04677600 0.000000001482310   0.00082614 0.000000001483507   0.00080678
 -0.04699000 0.000000001482322   0.00081772 0.000000001483507   0.00079828
 -0.04720400 0.000000001482316   0.00082228 0.000000001483506   0.00080275
 -0.04741800 0.000000001482309   0.00082696 0.000000001483506   0.00080734
 -0.04763200 0.000000001482294   0.00083681 0.000000001483506   0.00081710
 -0.04784600 0.000000001482288   0.00084119 0.000000001483506   0.00082139
 -0.04806000 0.000000001482281   0.00084573 0.000000001483506   0.00082584
 -0.04827400 0.000000001482284   0.00084372 0.000000001483506   0.00082375
 -0.04848800 0.000000001482277   0.00084857 0.000000001483506   0.00082851
 -0.04870200 0.000000001482271   0.00085206 0.000000001483506   0.00083191
 -0.04891600 0.000000001482265   0.00085657 0.000000001483505   0.00083634
 -0.04913000 0.000000001482258   0.00086081 0.000000001483505   0.00084048
 -0.04934400 0.000000001482252   0.00086518 0.000000001483505   0.00084477
 -0.04955800 0.000000001482246   0.00086944 0.000000001483505   0.00084894
 -0.04977200 0.000000001482229   0.00088053 0.000000001483505   0.00085995
 -0.04998600 0.000000001482224   0.00088431 0.000000001483505   0.00086363
 -0.05020000 0.000000001482219   0.00088760 0.000000001483505   0.00086683
 -0.05041400 0.000000001482213   0.00089168 0.000000001483504   0.00087082
 -0.05062800 0.000000001482206   0.00089583 0.000000001483504   0.00087489
 -0.05084200 0.000000001482202   0.00089912 0.000000001483504   0.00087809
 -0.05105600 0.000000001482196   0.00090307 0.000000001483504   0.00088196
 -0.05127000 0.000000001482196   0.00090282 0.000000001483504   0.00088162
 -0.05148400 0.000000001482190   0.00090680 0.000000001483504   0.00088550
 -0.05169800 0.000000001482185   0.00091017 0.000000001483504   0.00088878
 -0.05191200 0.000000001482181   0.00091328 0.000000001483504   0.00089181
 -0.05212600 0.000000001482175   0.00091706 0.000000001483503   0.00089550
 -0.05234000 0.000000001482166   0.00092283 0.000000001483503   0.00090119
 -0.05255400 0.000000001482161   0.00092628 0.000000001483503   0.00090454
 -0.05276800 0.000000001482156   0.00093002 0.000000001483503   0.00090820
 -0.05298200 0.000000001482142   0.00093905 0.000000001483503   0.00091714
 -0.05319600 0.000000001482136   0.00094350 0.000000001483503   0.00092150
 -0.05341000 0.000000001482131   0.00094654 0.000000001483503   0.00092446
 -0.05362400 0.000000001482126   0.00095029 0.000000001483503   0.00092812
 -0.05383800 0.000000001482120   0.00095430 0.000000001483502   0.00093204
 -0.05405200 0.000000001482116   0.00095672 0.000000001483502   0.00093437
